track	list_id	go_id	namespace	n_genes	ic	ic_bin	category	name
fungi	SYN_GO0006367	GO:0006367	biological_process	75	6.198	mid	conserved	transcription initiation at RNA polymerase II promoter
fungi	SYN_GO0170038	GO:0170038	biological_process	71	6.277	mid	conserved	proteinogenic amino acid biosynthetic process
fungi	SYN_GO0000966	GO:0000966	biological_process	66	6.382	mid	conserved	RNA 5'-end processing
fungi	SYN_GO0061982	GO:0061982	biological_process	100	5.783	mid	specific	meiosis I cell cycle process
fungi	SYN_GO0140013	GO:0140013	biological_process	97	5.827	mid	specific	meiotic nuclear division
fungi	SYN_GO0000075	GO:0000075	biological_process	87	5.984	mid	specific	cell cycle checkpoint signaling
fungi	SYN_GO0000747	GO:0000747	biological_process	82	6.069	mid	specific	conjugation with cellular fusion
fungi	SYN_GO0007127	GO:0007127	biological_process	82	6.069	mid	specific	meiosis I
fungi	SYN_GO0141124	GO:0141124	biological_process	75	6.198	mid	specific	intracellular signaling cassette
fungi	SYN_GO0010927	GO:0010927	biological_process	68	6.339	mid	specific	cellular component assembly involved in morphogenesis
fungi	SYN_GO0007093	GO:0007093	biological_process	63	6.449	mid	specific	mitotic cell cycle checkpoint signaling
fungi	SYN_GO0009966	GO:0009966	biological_process	105	5.713	mid	other	regulation of signal transduction
fungi	SYN_GO0006403	GO:0006403	biological_process	95	5.857	mid	other	RNA localization
fungi	SYN_GO0010638	GO:0010638	biological_process	87	5.984	mid	other	positive regulation of organelle organization
fungi	SYN_GO1901700	GO:1901700	biological_process	82	6.069	mid	other	response to oxygen-containing compound
fungi	SYN_GO0015748	GO:0015748	biological_process	76	6.179	mid	other	organophosphate ester transport
fungi	SYN_GO0032786	GO:0032786	biological_process	74	6.217	mid	other	positive regulation of DNA-templated transcription, elongation
fungi	SYN_GO0104004	GO:0104004	biological_process	70	6.298	mid	other	cellular response to environmental stimulus
fungi	SYN_GO0030010	GO:0030010	biological_process	66	6.382	mid	other	establishment of cell polarity
fungi	SYN_GO0045017	GO:0045017	biological_process	59	6.544	deep	conserved	glycerolipid biosynthetic process
fungi	SYN_GO0007062	GO:0007062	biological_process	56	6.619	deep	conserved	sister chromatid cohesion
fungi	SYN_GO0000082	GO:0000082	biological_process	52	6.726	deep	conserved	G1/S transition of mitotic cell cycle
fungi	SYN_GO0006312	GO:0006312	biological_process	50	6.783	deep	conserved	mitotic recombination
fungi	SYN_GO0018193	GO:0018193	biological_process	48	6.842	deep	conserved	peptidyl-amino acid modification
fungi	SYN_GO0009303	GO:0009303	biological_process	46	6.903	deep	conserved	rRNA transcription
fungi	SYN_GO0070897	GO:0070897	biological_process	45	6.935	deep	conserved	transcription preinitiation complex assembly
fungi	SYN_GO0016051	GO:0016051	biological_process	43	7.000	deep	conserved	carbohydrate biosynthetic process
fungi	SYN_GO0007131	GO:0007131	biological_process	54	6.672	deep	specific	reciprocal meiotic recombination
fungi	SYN_GO0045132	GO:0045132	biological_process	51	6.754	deep	specific	meiotic chromosome segregation
fungi	SYN_GO0070591	GO:0070591	biological_process	49	6.812	deep	specific	ascospore wall biogenesis
fungi	SYN_GO0042244	GO:0042244	biological_process	49	6.812	deep	specific	spore wall assembly
fungi	SYN_GO0030476	GO:0030476	biological_process	49	6.812	deep	specific	ascospore wall assembly
fungi	SYN_GO0070590	GO:0070590	biological_process	49	6.812	deep	specific	spore wall biogenesis
fungi	SYN_GO0019954	GO:0019954	biological_process	49	6.812	deep	specific	asexual reproduction
fungi	SYN_GO0007114	GO:0007114	biological_process	49	6.812	deep	specific	cell budding
fungi	SYN_GO1902903	GO:1902903	biological_process	60	6.520	deep	other	regulation of supramolecular fiber organization
fungi	SYN_GO0000041	GO:0000041	biological_process	57	6.594	deep	other	transition metal ion transport
fungi	SYN_GO0019216	GO:0019216	biological_process	54	6.672	deep	other	regulation of lipid metabolic process
fungi	SYN_GO0045727	GO:0045727	biological_process	50	6.783	deep	other	positive regulation of translation
fungi	SYN_GO0061157	GO:0061157	biological_process	47	6.872	deep	other	mRNA destabilization
fungi	SYN_GO0051445	GO:0051445	biological_process	44	6.967	deep	other	regulation of meiotic cell cycle
fungi	SYN_GO0006356	GO:0006356	biological_process	43	7.000	deep	other	regulation of transcription by RNA polymerase I
fungi	SYN_GO0016241	GO:0016241	biological_process	42	7.035	deep	other	regulation of macroautophagy
fungi	SYN_GO0005198	GO:0005198	molecular_function	236	4.544	shallow	other	structural molecule activity
fungi	SYN_GO0036094	GO:0036094	molecular_function	217	4.665	shallow	other	small molecule binding
fungi	SYN_GO0003729	GO:0003729	molecular_function	197	4.805	shallow	other	mRNA binding
fungi	SYN_GO0043167	GO:0043167	molecular_function	190	4.857	shallow	other	ion binding
fungi	SYN_GO0044877	GO:0044877	molecular_function	173	4.992	shallow	other	protein-containing complex binding
fungi	SYN_GO0030674	GO:0030674	molecular_function	158	5.123	shallow	other	protein-macromolecule adaptor activity
fungi	SYN_GO0043168	GO:0043168	molecular_function	134	5.361	shallow	other	anion binding
fungi	SYN_GO0008047	GO:0008047	molecular_function	120	5.520	shallow	other	enzyme activator activity
fungi	SYN_GO0140101	GO:0140101	molecular_function	100	5.783	mid	other	catalytic activity, acting on a tRNA
fungi	SYN_GO0140104	GO:0140104	molecular_function	98	5.812	mid	other	molecular carrier activity
fungi	SYN_GO0030695	GO:0030695	molecular_function	92	5.903	mid	other	GTPase regulator activity
fungi	SYN_GO0120543	GO:0120543	molecular_function	84	6.035	mid	other	macromolecular conformation isomerase activity
fungi	SYN_GO0008168	GO:0008168	molecular_function	82	6.069	mid	other	methyltransferase activity
fungi	SYN_GO0120545	GO:0120545	molecular_function	71	6.277	mid	other	nucleic acid conformation isomerase activity
fungi	SYN_GO0043169	GO:0043169	molecular_function	66	6.382	mid	other	cation binding
fungi	SYN_GO0016616	GO:0016616	molecular_function	64	6.427	mid	other	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
fungi	SYN_GO0140678	GO:0140678	molecular_function	62	6.473	deep	other	molecular function inhibitor activity
fungi	SYN_GO0003697	GO:0003697	molecular_function	58	6.569	deep	other	single-stranded DNA binding
fungi	SYN_GO0061659	GO:0061659	molecular_function	55	6.645	deep	other	ubiquitin-like protein ligase activity
fungi	SYN_GO0140993	GO:0140993	molecular_function	49	6.812	deep	other	histone modifying activity
fungi	SYN_GO0017076	GO:0017076	molecular_function	48	6.842	deep	other	purine nucleotide binding
fungi	SYN_GO0032553	GO:0032553	molecular_function	46	6.903	deep	other	ribonucleotide binding
fungi	SYN_GO0035639	GO:0035639	molecular_function	45	6.935	deep	other	purine ribonucleoside triphosphate binding
fungi	SYN_GO0061629	GO:0061629	molecular_function	41	7.069	deep	other	RNA polymerase II-specific DNA-binding transcription factor binding
fungi	SYN_GO0005774	GO:0005774	cellular_component	250	4.461	shallow	other	vacuolar membrane
fungi	SYN_GO0000785	GO:0000785	cellular_component	232	4.569	shallow	other	chromatin
fungi	SYN_GO0098852	GO:0098852	cellular_component	212	4.699	shallow	other	lytic vacuole membrane
fungi	SYN_GO0005856	GO:0005856	cellular_component	200	4.783	shallow	other	cytoskeleton
fungi	SYN_GO0098798	GO:0098798	cellular_component	155	5.151	shallow	other	mitochondrial protein-containing complex
fungi	SYN_GO0042579	GO:0042579	cellular_component	136	5.339	shallow	other	microbody
fungi	SYN_GO0015934	GO:0015934	cellular_component	128	5.427	shallow	other	large ribosomal subunit
fungi	SYN_GO0060187	GO:0060187	cellular_component	123	5.484	shallow	other	cell pole
fungi	SYN_GO0005741	GO:0005741	cellular_component	106	5.699	mid	other	mitochondrial outer membrane
fungi	SYN_GO0005934	GO:0005934	cellular_component	101	5.769	mid	other	cellular bud tip
fungi	SYN_GO0000775	GO:0000775	cellular_component	92	5.903	mid	other	chromosome, centromeric region
fungi	SYN_GO1905368	GO:1905368	cellular_component	84	6.035	mid	other	peptidase complex
fungi	SYN_GO1902911	GO:1902911	cellular_component	78	6.141	mid	other	protein kinase complex
fungi	SYN_GO0042763	GO:0042763	cellular_component	76	6.179	mid	other	intracellular immature spore
fungi	SYN_GO0030135	GO:0030135	cellular_component	72	6.257	mid	other	coated vesicle
fungi	SYN_GO0090575	GO:0090575	cellular_component	69	6.318	mid	other	RNA polymerase II transcription regulator complex
fungi	SYN_GO0010008	GO:0010008	cellular_component	64	6.427	deep	other	endosome membrane
fungi	SYN_GO1902493	GO:1902493	cellular_component	61	6.496	deep	other	acetyltransferase complex
fungi	SYN_GO0034399	GO:0034399	cellular_component	57	6.594	deep	other	nuclear periphery
fungi	SYN_GO0005684	GO:0005684	cellular_component	56	6.619	deep	other	U2-type spliceosomal complex
fungi	SYN_GO1990204	GO:1990204	cellular_component	49	6.812	deep	other	oxidoreductase complex
fungi	SYN_GO0030479	GO:0030479	cellular_component	48	6.842	deep	other	actin cortical patch
fungi	SYN_GO0000315	GO:0000315	cellular_component	45	6.935	deep	other	organellar large ribosomal subunit
fungi	SYN_GO0099513	GO:0099513	cellular_component	42	7.035	deep	other	polymeric cytoskeletal fiber
